Product,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Laptop,Nokia,C9846177,Beautiful current down happy already walk behavior have kid to.,146933,2024-07-27,2024-08-30,6,Laura Davis,Loweburgh,West,Ryzen 5,Ryzen 5,8GB,256GB,256GB
Laptop,Acer,28A1EBEC,Effect respond center drive last movement two.,24890,2023-04-10,2023-05-26,2,David Hawkins,Lake Rebeccafort,Central,Ryzen 9,Ryzen 9,8GB,128GB,256GB
Laptop,Microsoft,7D3B7F3F,Surface newspaper American her white adult.,22363,2023-08-16,2023-09-12,2,Jacob Hogan,New Andrea,West,i9,i9,6GB,256GB,256GB
Laptop,Google,559E294D,Compare teacher large data science source rate so become college camera.,28205,2023-07-07,2023-09-02,4,Deanna Miller,Jillport,West,i3,i3,16GB,512GB,256GB
Laptop,Dell,CBAE1B39,Rock amount or play week exist.,128669,2023-07-01,2023-08-28,6,Jessica Gill,Makaylaborough,Central,Ryzen 3,Ryzen 3,6GB,64GB,2TB
Laptop,Samsung,EB022665,Support leave stay sister life me.,195320,2023-04-07,2023-04-18,6,Curtis Lee,Hoffmanhaven,West,i5,i5,32GB,1TB,512GB
Laptop,Microsoft,6C63CA93,Program number sound record through control sound fear usually news bag.,96482,2024-07-20,2024-09-08,10,Victoria Garcia,Charlottebury,East,Ryzen 9,Ryzen 9,16GB,128GB,256GB
Laptop,Apple,DBE7A797,Manage ever see heart commercial play suggest scene themselves.,67555,2025-02-06,2025-03-28,8,Gary Gonzalez,Hillmouth,West,i7,i7,6GB,64GB,512GB
Laptop,Sony,6D32901D,Whatever south something pay go eye begin phone out set close.,195581,2024-08-06,2024-10-04,5,Todd Jones,Brownmouth,West,Ryzen 3,Ryzen 3,32GB,1TB,1TB
Laptop,HP,37CD4DC6,Defense share group everything bank project police.,28524,2023-10-19,2023-10-29,9,Mr. Joseph Townsend Jr.,Leonardberg,West,i7,i7,12GB,512GB,256GB
Laptop,iQOO,FFA0F2DC,Win statement nor form laugh gun kitchen.,173350,2024-08-05,2024-09-29,7,Amy French,Patriciaport,North,Ryzen 7,Ryzen 7,32GB,1TB,256GB
Laptop,Huawei,4F680B8A,World fight expect wind hospital avoid happen.,50366,2024-05-20,2024-06-08,4,Sydney Barker,South Justin,East,i7,i7,32GB,1TB,2TB
Laptop,Huawei,BF67DB4B,Sometimes similar discuss store design well.,105027,2024-12-17,2025-01-21,1,Michael Long,Lake Amberborough,North,i7,i7,4GB,512GB,256GB
Laptop,Lenovo,F4825505,Professional attack summer describe discussion stop.,197266,2023-03-23,2023-04-27,5,Kathy English,Gilbertbury,North,Ryzen 7,Ryzen 7,12GB,256GB,2TB
Laptop,Sony,DBDF78A6,Before there watch wife almost generation.,113702,2023-04-16,2023-06-08,5,Melissa Mccormick,Aguilarmouth,East,Ryzen 9,Ryzen 9,4GB,1TB,256GB
Laptop,Acer,7A68784D,Few box budget consider record force.,57613,2023-06-02,2023-07-11,6,Amy Blair,West Joy,East,Ryzen 5,Ryzen 5,12GB,64GB,1TB
Laptop,Dell,777E88A7,Career agreement discuss magazine prepare doctor age different.,88134,2023-04-11,2023-04-25,1,Jonathan Brown,Jonesberg,South,i3,i3,6GB,128GB,256GB
Laptop,Motorola,BCFD5AA9,Mention offer score score enough ability.,14952,2024-06-07,2024-07-26,1,Joshua Robinson,Williamhaven,East,i5,i5,12GB,64GB,256GB
Laptop,Realme,18E05B0C,Strategy gun answer care actually film rock star unit plant.,136384,2024-12-20,2025-01-26,5,Richard Browning,New Christinamouth,West,i3,i3,8GB,128GB,512GB
Laptop,Lenovo,AFC2E4C1,Consider magazine require computer free including prepare.,36855,2023-06-13,2023-06-30,8,Amy Summers,Lake Jenniferport,East,Ryzen 7,Ryzen 7,32GB,128GB,512GB
Laptop,Apple,1E04C57A,Build seat language reveal player maintain his.,136854,2024-11-13,2024-11-14,5,Kimberly James,New Michellebury,South,Ryzen 7,Ryzen 7,8GB,64GB,2TB
Laptop,iQOO,81C9DA4F,Rule beautiful once current right space system more safe go main product.,110485,2023-06-22,2023-07-01,6,Caroline Salas,Michellemouth,South,Ryzen 9,Ryzen 9,12GB,256GB,256GB
Laptop,Motorola,3F941AF6,Seem least avoid activity child four message.,74676,2023-04-28,2023-06-09,4,Nicolas Gonzalez,Villarrealtown,East,Ryzen 3,Ryzen 3,4GB,512GB,2TB
Laptop,HP,F07E83D8,Radio fight modern citizen day stuff stock church.,154769,2023-04-14,2023-04-30,8,Denise Hughes,Evansport,East,Ryzen 5,Ryzen 5,4GB,512GB,512GB
Laptop,OnePlus,B7469597,Fund indicate machine baby church push.,27832,2024-10-18,2024-11-19,10,Nicholas Porter,Priceland,South,i5,i5,8GB,512GB,2TB
Laptop,Asus,EC95D59F,Town machine girl drop quickly have night many science sort.,47401,2023-11-06,2023-12-02,3,Christina Allen,Port Amanda,Central,i9,i9,32GB,1TB,2TB
Laptop,Sony,35B14212,You its despite him very that development policy site.,174344,2023-10-28,2023-11-10,2,Brent Riley,Sparksberg,South,i3,i3,8GB,256GB,2TB
Laptop,Realme,0BC5A8BC,History successful special cell accept treatment.,191508,2024-03-27,2024-04-13,1,Robin Hernandez,Port Joshua,West,i7,i7,4GB,128GB,2TB
Laptop,Nokia,25DC75B9,One guy writer Mrs beat represent by student person floor beyond.,65507,2024-10-28,2024-12-18,10,Sarah Durham,West Kathryn,East,Ryzen 7,Ryzen 7,32GB,64GB,256GB
Laptop,Sony,D3E7F06B,Else according trade fall heart Republican.,154570,2024-08-10,2024-08-13,3,Jennifer Good,West Susanton,East,i9,i9,16GB,64GB,512GB
Laptop,HP,A90281B3,Offer plant agree room positive detail positive bad name.,51699,2024-02-27,2024-04-19,1,Kimberly Watson,Jordanmouth,East,i5,i5,16GB,64GB,1TB
Laptop,Toshiba,DB83B833,Black sound treat town produce personal day draw follow try table head us.,106329,2024-03-24,2024-03-26,4,Andrew Collins,Smithstad,West,Ryzen 7,Ryzen 7,16GB,512GB,512GB
Laptop,OnePlus,CA904E09,Similar establish support stay night stop reduce question onto night member control.,186728,2023-12-22,2024-01-28,6,Hannah Bates,Kochland,Central,Ryzen 7,Ryzen 7,12GB,128GB,512GB
Laptop,Realme,3D06888C,Center fact central approach last pick term animal identify third.,83059,2023-05-12,2023-06-22,9,Cristian Hooper,Jamesmouth,North,i9,i9,12GB,128GB,2TB
Laptop,Vivo,85464FAA,Newspaper unit seven teacher ten company decade region.,26428,2024-06-16,2024-07-06,9,Elizabeth Miles,Shermanburgh,South,i5,i5,12GB,1TB,1TB
Laptop,Asus,4691E185,Value material likely wind television gun put reflect church consumer among that.,183475,2024-07-23,2024-08-31,4,Candace Bautista,Jacobstad,North,i3,i3,16GB,64GB,2TB
Laptop,Huawei,334AE2FD,Approach plant oil huge investment let certain fill option agreement.,178696,2024-08-04,2024-09-22,9,Ms. Jessica Bryant DDS,Lake Joseph,South,i9,i9,32GB,256GB,512GB
Laptop,Oppo,D160CEDB,Surface although commercial when current across act make long walk hand.,48245,2023-04-23,2023-05-17,3,John Williams,South Lori,East,Ryzen 5,Ryzen 5,32GB,1TB,512GB
Laptop,Nokia,5A904A56,Option white ok campaign through spend particular could address word test.,175297,2024-07-30,2024-08-26,10,John Spencer,Woodland,Central,Ryzen 9,Ryzen 9,8GB,1TB,256GB
Laptop,Apple,4533A5F9,Officer boy deal all customer any military may machine price news service ago.,92388,2024-07-31,2024-08-17,3,Brett Wong,Port James,North,Ryzen 9,Ryzen 9,4GB,64GB,512GB
Laptop,Microsoft,7BD7815F,Assume senior age weight deal poor prove.,27924,2023-05-22,2023-05-24,1,Earl Wallace MD,New Aaron,South,Ryzen 5,Ryzen 5,16GB,256GB,512GB
Laptop,HP,4B208EA5,Book evening yard citizen face standard leave suffer.,58565,2023-04-04,2023-05-24,10,Kathy Graham,South Brettberg,Central,Ryzen 5,Ryzen 5,8GB,128GB,512GB
Laptop,HP,F0BFE1A0,Determine skill strong into these condition according during.,134556,2024-05-17,2024-06-15,4,Jason Johnson,Johnsonstad,East,i9,i9,32GB,512GB,256GB
Laptop,Samsung,A5781495,Her run letter my protect amount general trouble soldier free.,87664,2023-12-03,2023-12-24,7,Shannon Mcdaniel,East Huntertown,South,i3,i3,6GB,64GB,512GB
Laptop,Dell,908D5C17,Thus third chance drop day defense series draw choice.,128601,2023-04-17,2023-06-03,4,Christina Brock,Ravenhaven,West,i9,i9,4GB,64GB,256GB
Laptop,Dell,3CD4404D,Traditional people money challenge see bit the stuff training do evening style.,29877,2024-10-04,2024-10-27,10,Emily Lee,East Joseph,North,Ryzen 9,Ryzen 9,6GB,512GB,2TB
Laptop,Oppo,F592EAFC,Also cost state far carry on.,176410,2023-09-08,2023-09-25,3,Willie Davenport,North David,North,Ryzen 3,Ryzen 3,4GB,1TB,2TB
Laptop,Microsoft,D7252295,Mrs career strong sign listen pick ball anything cost safe.,33052,2024-11-24,2025-01-09,5,Ashley Wood,East Jasonland,East,Ryzen 7,Ryzen 7,6GB,64GB,256GB
Laptop,Lenovo,955982A2,Help letter like night your project second century top sea.,38149,2024-10-21,2024-11-22,5,Alexander Velasquez,North Bruceport,South,i3,i3,32GB,64GB,256GB
Laptop,Microsoft,EFD9B2F1,City weight up center one left one above.,72426,2024-08-29,2024-10-27,1,Robert Cortez,Eileenburgh,West,i9,i9,8GB,1TB,256GB
Laptop,Huawei,E432EEBE,Too almost meet serious executive feel office certain.,50238,2023-10-13,2023-11-10,2,Mary Fisher,Jeffreyborough,Central,Ryzen 5,Ryzen 5,8GB,64GB,256GB
Laptop,Dell,14892A86,Environment present second rate mouth official increase enjoy bar score development page owner.,20322,2024-06-19,2024-07-17,7,Theresa Kramer,West Nicholaschester,West,Ryzen 7,Ryzen 7,16GB,64GB,1TB
Laptop,Apple,81C21371,Always treatment police officer white natural civil either.,152055,2024-07-10,2024-07-24,3,Kellie Erickson,West Rachel,West,Ryzen 9,Ryzen 9,12GB,256GB,1TB
Laptop,Vivo,A605C3BB,Speak possible Mrs know order all mind step ball.,146545,2023-12-28,2024-01-18,8,Joshua Steele,Port Courtney,West,Ryzen 5,Ryzen 5,16GB,256GB,256GB
Laptop,Lenovo,51E5CB8E,Thousand heavy quickly there article deep both contain anyone north dream anything bring.,47311,2023-06-14,2023-07-10,3,Jenna Holt,Novakburgh,North,i3,i3,32GB,128GB,1TB
Laptop,Vivo,E66BD399,Popular chair begin four could leader Mr listen leg election of radio where.,193029,2024-09-26,2024-11-02,5,Jordan Myers,Garyton,East,Ryzen 7,Ryzen 7,12GB,1TB,1TB
Laptop,Microsoft,B5285E66,None fear example realize certainly despite.,160630,2024-04-13,2024-04-21,3,Caroline Rivera,South Travis,East,Ryzen 3,Ryzen 3,32GB,1TB,2TB
Laptop,Toshiba,3D02CD6C,Feel within size about article they do.,163331,2024-09-12,2024-10-23,6,Darren Best,South Sarahborough,East,Ryzen 5,Ryzen 5,4GB,128GB,1TB
Laptop,Toshiba,CC93E2A7,Citizen can again after relate because sometimes model someone sing president choose.,35530,2024-12-15,2024-12-21,2,Emily Snyder,Jodifurt,East,Ryzen 5,Ryzen 5,12GB,128GB,2TB
Laptop,Google,9697FA28,Player he foreign similar section pull including professor property sea authority.,126722,2023-05-29,2023-07-21,6,Jeremy Savage,East Pamela,South,Ryzen 5,Ryzen 5,32GB,128GB,2TB
Laptop,Lenovo,3145B2A5,Even theory could now case result budget any above vote.,139689,2023-03-27,2023-05-03,8,Matthew Mills,New Jonathan,North,Ryzen 9,Ryzen 9,16GB,1TB,2TB
Laptop,Huawei,BC4C8B98,Whether firm man thing bill wind.,185837,2025-03-15,2025-03-31,9,Jennifer Wright,Millerberg,South,i3,i3,6GB,256GB,512GB
Laptop,Dell,1736E543,These financial notice sound note us mother own do become experience here.,111963,2024-12-23,2025-01-04,1,Austin Mullen,Elizabethberg,North,Ryzen 5,Ryzen 5,4GB,256GB,1TB
Laptop,Sony,0AF14C04,Owner whole young example fact front election price contain instead blood.,174215,2024-10-10,2024-10-12,7,Steve Ward,Villanuevachester,West,i9,i9,12GB,128GB,256GB
Laptop,Nokia,F4F8F282,Financial key western cost so score everybody live when year.,70865,2023-04-28,2023-05-22,10,Cassandra Carpenter,East Jamie,North,Ryzen 5,Ryzen 5,16GB,128GB,2TB
Laptop,Dell,C215A177,Ago get statement almost loss nor have majority color despite.,64846,2023-08-09,2023-09-29,6,Misty Cunningham,Richardfurt,Central,Ryzen 9,Ryzen 9,32GB,256GB,512GB
Laptop,Apple,666DB81B,Deal nation myself new walk president ok.,84328,2024-02-08,2024-02-19,4,Matthew Chase,Gilmoremouth,West,i7,i7,4GB,1TB,1TB
Laptop,HP,CA3F5F56,Sure line their information lay century term hour.,72591,2023-12-27,2024-02-16,3,Peter Wilson,Anthonyshire,South,i9,i9,16GB,64GB,512GB
Laptop,OnePlus,5225EB78,Institution company scene hit surface pay.,53972,2024-08-18,2024-08-30,9,Danielle Mills,New Carolyn,North,Ryzen 9,Ryzen 9,16GB,1TB,1TB
Laptop,Nokia,9C31AB0D,Point knowledge their police probably consider listen.,53296,2023-03-27,2023-04-16,3,Rachel Thompson,Heatherborough,East,i5,i5,32GB,256GB,1TB
Laptop,iQOO,A46D489D,Inside bag stay story nice analysis environment yard building probably baby success put.,198615,2024-07-06,2024-08-18,8,Barbara Holmes,Foxborough,West,Ryzen 9,Ryzen 9,8GB,128GB,512GB
Laptop,Sony,5610FF38,Yard tax bad task once check arm amount hope hear.,19973,2023-06-20,2023-07-02,5,Edward Tyler,West Kimberlytown,South,Ryzen 5,Ryzen 5,4GB,64GB,1TB
Laptop,Nokia,7A926D49,Large information strategy foreign stop kid.,158213,2024-12-18,2025-01-29,5,Nicole Obrien,Lowerystad,East,i7,i7,32GB,256GB,2TB
Laptop,Oppo,7D1E3ADC,Need heart best purpose my player herself would night think.,7895,2024-11-05,2024-11-10,7,Nathaniel Holder,West Jim,North,i5,i5,32GB,64GB,512GB
Laptop,Lenovo,E71613D3,Light least network professional have system social him something.,140500,2024-08-31,2024-09-27,2,Stephanie Rodriguez,Samuelberg,East,Ryzen 3,Ryzen 3,12GB,256GB,256GB
Laptop,Asus,D897D694,Final affect third final bar share mind actually choose more.,111678,2023-10-14,2023-12-01,9,Katherine Cox,Lake Jacqueline,West,Ryzen 5,Ryzen 5,16GB,64GB,512GB
Laptop,Huawei,B3C50150,Better general opportunity believe could suffer off purpose choice three recent national as.,159729,2024-02-19,2024-02-24,10,Jessica Gutierrez,Lydiashire,West,i9,i9,6GB,128GB,1TB
Laptop,Acer,0CACB900,Pattern significant cold respond value shoulder bag side project.,77667,2024-05-03,2024-06-02,9,Mitchell Castillo,Garyhaven,Central,Ryzen 7,Ryzen 7,4GB,1TB,256GB
Laptop,Acer,C4BC79BB,Everyone campaign business future down often anything coach hour good.,44805,2024-07-14,2024-09-11,2,Timothy Greene MD,Ruizburgh,Central,i9,i9,32GB,256GB,256GB
Laptop,Realme,757CF4A4,Adult magazine several grow officer media.,98941,2023-07-30,2023-09-09,9,Kenneth Rodriguez,North Amandaberg,West,Ryzen 7,Ryzen 7,4GB,256GB,256GB
Laptop,Sony,1C5DF305,Left somebody other born professor stop full ok.,59494,2023-11-22,2023-12-19,8,Hector Brown,Smallchester,West,Ryzen 7,Ryzen 7,4GB,64GB,1TB
Laptop,Vivo,62FAE729,Let Mr focus quickly much another down whether way by.,187023,2023-03-27,2023-04-03,7,Michelle Nelson,Robbinsfurt,North,i5,i5,4GB,256GB,1TB
Laptop,Dell,F8D3D642,Produce man high dream role head itself song industry.,92011,2024-08-26,2024-09-28,6,Laura Stewart,Hortontown,South,i5,i5,16GB,64GB,256GB
Laptop,Nokia,9D70FDAA,Series technology clearly score huge simple card career theory mother make matter much admit.,91106,2023-04-07,2023-06-02,10,Gail Huff PhD,Middletonburgh,South,i9,i9,16GB,128GB,512GB
Laptop,HP,254D2AC2,Recently cost support on throughout maybe glass mean whatever research financial democratic.,77477,2024-06-28,2024-07-21,10,Doris Franklin,Deborahfurt,South,i9,i9,32GB,128GB,1TB
Laptop,Nokia,006AA216,Suffer enough today participant into kind reduce consumer tree.,103125,2023-12-13,2024-01-19,1,Terry Tucker,Rodriguezburgh,West,Ryzen 9,Ryzen 9,32GB,64GB,1TB
Laptop,Nokia,C4F62716,Week film white lot floor will red court walk.,92231,2023-05-06,2023-07-04,3,Dr. Adam Davis DVM,Navarrochester,Central,i5,i5,12GB,128GB,1TB
Laptop,Samsung,7063B8EC,Least can become matter ahead loss pass increase south would firm fall chance.,139929,2023-10-08,2023-12-01,4,Ricky Estrada,Jamesstad,North,Ryzen 3,Ryzen 3,32GB,512GB,2TB
Laptop,Acer,0ACAC612,Letter forward cup the well clearly real.,150344,2024-10-02,2024-11-12,10,Angela Fleming,Robertstad,North,i7,i7,16GB,1TB,1TB
Laptop,Apple,74825D8B,Physical left garden fly can well way worry different one sell.,156762,2025-01-06,2025-01-08,10,Amber Liu,Lesliehaven,East,Ryzen 7,Ryzen 7,32GB,64GB,1TB
Laptop,Sony,65CB6ED0,Thought either age wear relate spring city air once food relate play many.,148422,2023-09-20,2023-10-04,10,John Stewart,New Pamelastad,North,Ryzen 9,Ryzen 9,12GB,512GB,2TB
Laptop,Oppo,ECFE34CB,Painting cause business because apply popular doctor read everything.,172038,2025-02-06,2025-04-02,2,Megan West,West Daniellestad,Central,i5,i5,12GB,128GB,2TB
Laptop,Huawei,9B56B22C,Throughout test cold do tree military phone himself each off rest may.,12608,2024-02-05,2024-03-23,3,Linda Vargas,Parkerfurt,South,Ryzen 5,Ryzen 5,6GB,64GB,2TB
Laptop,Samsung,0885AA6B,Impact drop fast but western last arm particular.,46459,2024-06-12,2024-07-11,5,Cody Porter,Sanchezside,South,i7,i7,32GB,512GB,256GB
Laptop,Asus,1610DA43,Several discuss hold sometimes in happen this.,75466,2024-03-30,2024-04-11,3,Lisa Chan,Jonesburgh,South,i9,i9,4GB,128GB,1TB
Laptop,Oppo,B28DD3EE,Close management college them record in remember stop sort remember.,101428,2023-09-04,2023-10-22,8,Mary Smith,South Alexandraberg,West,Ryzen 9,Ryzen 9,12GB,128GB,512GB
Laptop,Oppo,7811CC20,Seat stock young safe popular suggest movie get else because too.,20203,2024-08-26,2024-09-12,9,Joseph Page,Walterport,East,i3,i3,16GB,64GB,2TB
Laptop,iQOO,A8BC8F97,Cost quality difficult several special behind fine person already bag article both fight.,165555,2025-02-10,2025-04-09,10,Gabriel Malone,South Amanda,North,i9,i9,4GB,1TB,1TB
Laptop,HP,3ECFC7D9,Way look new form sport whose.,124454,2023-06-22,2023-07-07,7,Andre Bowen,Markview,Central,i9,i9,4GB,128GB,1TB
Laptop,Redmi,8044DA35,Build fire learn focus information difference.,90883,2023-12-21,2023-12-24,4,Derrick Goodwin,Jacobmouth,Central,i7,i7,32GB,512GB,2TB
Laptop,iQOO,43048264,Test door ok tough specific activity wind answer candidate before course piece quite.,182934,2024-08-11,2024-09-12,3,Yolanda Sanchez,New Melinda,North,Ryzen 3,Ryzen 3,12GB,1TB,256GB
Laptop,iQOO,E50BBA7A,Eye stop nearly answer investment her score.,150790,2023-04-03,2023-04-18,1,Logan Lee,North Beverlytown,South,i5,i5,4GB,128GB,2TB
Laptop,Google,BFC5E908,Institution bar natural book development look task.,55548,2024-02-25,2024-02-29,2,Kaitlin Gilmore,Collinschester,South,i7,i7,8GB,1TB,1TB
Laptop,Google,5E3549AA,Become former wife accept if voice do.,194198,2024-03-02,2024-04-07,3,Elizabeth West,Loristad,North,Ryzen 7,Ryzen 7,12GB,256GB,512GB
Laptop,Toshiba,D8551E98,Fund knowledge yourself present talk card.,108610,2024-02-11,2024-02-16,9,John Anderson,West Lawrenceland,East,i7,i7,32GB,512GB,256GB
Laptop,Acer,6D9572ED,Think its new success already must ground news assume property without before.,60915,2025-03-13,2025-03-18,9,Lindsey Zuniga,Burnsbury,South,Ryzen 3,Ryzen 3,16GB,256GB,2TB
Laptop,Realme,310F1769,Politics soldier simple time hospital could.,18830,2024-05-08,2024-06-07,4,Adam Green,Marissafort,West,Ryzen 9,Ryzen 9,8GB,512GB,2TB
Laptop,Lenovo,26E4BC82,Above perform particularly best anyone large apply international government two design suggest reach.,162880,2023-10-13,2023-11-02,1,Catherine Mcgee,North Shawn,West,i3,i3,8GB,1TB,1TB
Laptop,Samsung,0406FC09,White decide truth plan majority sea purpose.,109783,2024-02-23,2024-04-02,6,Jill Jackson,East Joelhaven,East,i7,i7,4GB,64GB,512GB
Laptop,Vivo,F4820409,Have financial far team method court give wish.,5281,2023-05-05,2023-05-11,2,Cheryl Ramirez DVM,New Jenniferhaven,West,i3,i3,32GB,512GB,512GB
Laptop,Acer,5FCEAB0F,Cup himself collection positive capital without pressure.,5571,2024-03-19,2024-05-11,4,Katherine King,Lake Rebecca,West,i7,i7,16GB,128GB,512GB
Laptop,Nokia,FABEE975,The someone class wind kitchen hit law American total give modern partner accept.,199555,2023-08-19,2023-10-08,4,Destiny Brown,Calvinchester,North,i3,i3,4GB,1TB,2TB
Laptop,Acer,C54F1051,Real themselves discuss operation response policy month vote.,147707,2023-10-14,2023-11-25,4,Darryl Knapp,Lake Melissafort,West,Ryzen 3,Ryzen 3,6GB,128GB,1TB
Laptop,iQOO,8E0D64BD,Turn top beautiful present technology mean grow want this for senior democratic plant.,95007,2023-04-07,2023-04-28,10,Michael Palmer,West Nathanberg,North,i3,i3,16GB,512GB,1TB
Laptop,OnePlus,CDE8DF9A,Use standard put nothing prevent thing believe.,127089,2024-07-31,2024-08-02,2,Christopher Phillips,Hawkinschester,East,Ryzen 7,Ryzen 7,4GB,64GB,1TB
Laptop,Realme,1D680D68,Sport sing loss season treat economic write pressure ask information reason still heart.,65312,2024-12-30,2025-01-26,1,Crystal Weber,East George,South,Ryzen 7,Ryzen 7,16GB,64GB,1TB
Laptop,Vivo,CCC60E95,For future however wind population staff successful soon window teacher.,136575,2023-05-10,2023-06-29,6,Henry Howard,Hintonville,South,i3,i3,4GB,128GB,2TB
Laptop,Toshiba,DBBC7CF5,Entire light job appear hospital shake occur pull keep.,186170,2024-09-29,2024-11-15,8,Amanda Mcclain,North Susanstad,Central,i5,i5,16GB,512GB,1TB
Laptop,Oppo,82299775,Party others check plan wonder visit apply mouth.,104844,2024-02-21,2024-03-29,2,Larry Rojas,South Robertview,North,i5,i5,12GB,128GB,1TB
Laptop,Toshiba,30E97AB8,Choice wonder exactly dream receive vote such.,43649,2025-01-19,2025-02-13,1,Natalie Baker,Port Kayla,North,i9,i9,6GB,128GB,1TB
Laptop,Apple,AD525173,Budget public water page south person tree miss.,82336,2024-03-20,2024-05-04,9,John Lewis,East Jacob,Central,i5,i5,4GB,64GB,1TB
Laptop,Acer,D912FDEA,Development manager two bag yet house.,87287,2025-02-17,2025-02-21,7,Sherry Lara,Curtisfurt,South,i3,i3,4GB,512GB,512GB
Laptop,Realme,81890B38,Attention effect purpose today why detail beat institution customer head assume machine.,72099,2023-06-14,2023-06-22,5,Steven Lester,Ibarraview,Central,i7,i7,6GB,128GB,1TB
Laptop,Motorola,2D3401AF,Military nothing now fast laugh doctor experience relationship almost where reduce.,52880,2024-12-12,2025-01-15,10,Mr. Caleb Hanson,East Luismouth,Central,i7,i7,16GB,256GB,2TB
Laptop,Dell,8210AE9A,Visit air five through per service commercial.,63999,2024-02-13,2024-02-27,9,Joan Hall,Parkerburgh,West,Ryzen 5,Ryzen 5,16GB,128GB,2TB
Laptop,Oppo,1F5F39DF,Card house hour item white free myself build suddenly.,95774,2024-10-03,2024-11-08,9,Kristen Hughes,Kathyville,Central,Ryzen 7,Ryzen 7,16GB,64GB,1TB
Laptop,Nokia,94CCE6DF,For type nice also marriage her respond research set prepare hundred.,194406,2023-07-18,2023-07-22,4,Felicia Roach,Daniellefort,North,Ryzen 9,Ryzen 9,8GB,64GB,1TB
Laptop,Microsoft,49F7A3AF,Finally trouble key someone international cost.,57936,2024-05-17,2024-06-26,10,Christian Hunt,New Ericamouth,South,Ryzen 7,Ryzen 7,4GB,512GB,2TB
Laptop,Lenovo,128BFD02,Give Mrs even write writer news news note.,10607,2023-05-25,2023-06-19,4,Kimberly Williams,Hamptonton,North,i9,i9,6GB,1TB,256GB
Laptop,Microsoft,8B5A8AB9,Report trouble give not throw well coach side those make decision.,135381,2024-04-25,2024-05-09,6,Bonnie Walters,Margaretview,West,i5,i5,4GB,256GB,512GB
Laptop,iQOO,BC7458A8,Wrong number card central lose perform or week hope watch building.,173175,2023-10-21,2023-11-15,5,Brittany Contreras,Port Gabrielafurt,North,Ryzen 7,Ryzen 7,16GB,128GB,1TB
Laptop,Apple,29C2573D,Make add evening black bar street surface benefit.,33895,2023-12-19,2024-01-30,3,Natalie Mcguire,Jordanchester,Central,i3,i3,8GB,128GB,2TB
Laptop,Vivo,B96ECF02,Interesting consumer four road go hope this church.,65726,2023-10-11,2023-11-21,3,Brittany Weaver,South Lancestad,North,Ryzen 3,Ryzen 3,8GB,64GB,2TB
Laptop,Oppo,CF2A84E8,Citizen other goal church trip pattern with blue national.,9708,2024-05-28,2024-07-08,4,Donald Lynch,South Michaelville,Central,Ryzen 7,Ryzen 7,8GB,256GB,1TB
Laptop,HP,9ACFC689,Doctor anyone sign ready take rise listen.,105222,2024-12-10,2025-01-20,10,Laurie Watkins,Colemanberg,West,i7,i7,12GB,1TB,256GB
Laptop,Sony,3070273B,Agree large most pick term cup authority new memory clear reason have often.,13113,2023-04-25,2023-04-27,1,Hannah Richards,Lewiston,South,i9,i9,8GB,512GB,512GB
Laptop,Motorola,C57A74B9,Call material test gas itself six tough life first reflect likely.,179164,2025-03-04,2025-03-12,1,Alexander Warren,East Tammyburgh,West,Ryzen 5,Ryzen 5,12GB,512GB,1TB
Laptop,Motorola,5F517588,Include sit sense whether information herself learn religious its performance city law final.,132844,2024-02-28,2024-04-02,7,Rachel Howard,Robertfort,North,Ryzen 3,Ryzen 3,12GB,1TB,256GB
Laptop,Dell,F9D9BF75,Measure to management street last debate generation create represent.,131445,2024-09-25,2024-10-03,2,Michael White,Richardville,West,i7,i7,4GB,512GB,1TB
Laptop,HP,B974CD0C,Article care main social feel grow.,154864,2023-09-14,2023-10-17,9,David Davis,North Kristina,South,i5,i5,12GB,512GB,256GB
Laptop,Apple,C35FE51B,Stop finish myself under education degree.,13631,2023-11-30,2023-12-31,10,Emily Huffman,Lake Alicia,East,Ryzen 9,Ryzen 9,32GB,512GB,1TB
Laptop,Huawei,171843E2,Mention only own realize determine far still six size case leader.,120965,2023-09-06,2023-10-09,7,Jacqueline Butler,Alexistown,North,i5,i5,4GB,128GB,512GB
Laptop,Vivo,0968883B,Center Mrs race final law or effect.,65019,2024-03-20,2024-05-05,6,Timothy Wong,Pennybury,East,i5,i5,32GB,64GB,512GB
Laptop,Vivo,EB9FC50F,Find hit field forward similar other artist have stay us show degree field.,81969,2023-08-29,2023-09-27,8,Francisco Roman,Markfurt,South,Ryzen 7,Ryzen 7,4GB,1TB,512GB
Laptop,Acer,943AC869,Speak plant here drug lose compare ground reach little forget.,114680,2024-07-25,2024-08-25,1,David Garrett,Cherylstad,East,i5,i5,16GB,64GB,512GB
Laptop,Nokia,175D9C30,Set management quality author particularly impact none someone along evidence bad material suddenly.,151016,2023-05-03,2023-07-02,1,Mitchell Rice,Coryborough,Central,Ryzen 5,Ryzen 5,4GB,1TB,1TB
Laptop,Dell,7BE20703,Movie despite provide establish mention return just again increase.,6889,2025-02-26,2025-03-04,2,Dennis King,South Kenneth,West,i5,i5,16GB,512GB,2TB
Laptop,Asus,EA4F12CD,However point population find century whose moment us.,36745,2023-11-25,2024-01-07,5,Alyssa Trevino,Port Christopherville,Central,i5,i5,4GB,128GB,512GB
